주민등록번호,이름,연봉,결혼여부,자녀수,부양가족수,의료비공제액,교육비공제액,주택자금공제액,기부금공제액,신용카드사용액,체크카드사용액,현금영수증사용액,연금저축공제액,퇴직연금공제액,소득공제총액
860724-2605903,김진우,37160000,기혼,2,1,690000,790000,4020000,810000,162520000,72620000,25850000,1200000,2060000,9570000
600807-2223989,이예지,60410000,미혼,1,3,3880000,2280000,3800000,1810000,84530000,86130000,23820000,1610000,3240000,16620000
370118-1706337,백예준,89360000,미혼,0,3,1900000,1000000,2280000,680000,18920000,64490000,49140000,2420000,290000,8570000
020228-1229043,이영진,64530000,미혼,1,1,4400000,1310000,7260000,1770000,16350000,17740000,6250000,3820000,7000000,25560000
660721-2966176,배영철,88560000,미혼,2,3,580000,1770000,4930000,1070000,186780000,22910000,19930000,1070000,4980000,14400000
760301-1703828,박지연,41700000,기혼,0,1,2780000,1860000,2890000,1390000,120710000,55370000,44870000,1210000,2750000,12880000
410201-1722773,김영숙,61720000,기혼,0,2,2030000,1640000,5120000,1560000,169750000,35430000,19500000,1560000,6560000,18470000
230215-1976285,김서윤,86610000,기혼,2,3,690000,2580000,7380000,390000,125530000,34270000,44080000,2190000,3440000,16670000
040113-2206756,강예은,24070000,기혼,3,4,490000,520000,4000000,1100000,140540000,94230000,37220000,170000,3040000,9320000
410725-2931768,김현정,79880000,기혼,3,5,2500000,210000,540000,1190000,15060000,21810000,7400000,3570000,6490000,14500000
320903-1506978,박서연,51530000,미혼,2,2,3320000,810000,2540000,1240000,173960000,40070000,9680000,1040000,1350000,10300000
610322-2213646,김지연,57430000,기혼,2,2,2330000,280000,3500000,730000,24820000,32450000,17710000,70000,2070000,8980000
680527-2247286,송영호,92480000,미혼,0,3,1420000,910000,4630000,1270000,29550000,96500000,44420000,110000,4930000,13270000
260422-2816410,김미경,90120000,미혼,1,5,480000,2410000,6340000,1620000,62260000,71450000,20620000,1160000,5510000,17520000
300801-2088595,손춘자,97790000,미혼,2,4,2150000,1980000,5960000,590000,124180000,43700000,28840000,3570000,930000,15180000
830723-1150695,최현지,57860000,미혼,3,1,1030000,570000,5390000,950000,29190000,29040000,17400000,1320000,2890000,12150000
310827-1303758,이재호,50300000,미혼,0,2,2560000,1520000,2650000,200000,65940000,21560000,36070000,3870000,2190000,12990000
260704-1412825,우성수,34120000,미혼,0,4,3670000,2180000,690000,960000,176540000,16700000,39300000,3720000,3560000,14780000
320620-1026229,김정웅,58080000,미혼,2,4,380000,2000000,2040000,1770000,23000000,14760000,33980000,1010000,2970000,10170000
250007-2021747,이현지,83610000,미혼,2,4,140000,590000,1740000,1990000,40920000,67700000,33700000,500000,270000,5230000
540801-2517672,이영일,27910000,기혼,3,3,1180000,2970000,1090000,1690000,182630000,30120000,31470000,1910000,280000,9120000
350508-1915447,장유진,68470000,미혼,2,5,4420000,2190000,1280000,780000,142130000,95510000,30510000,380000,4330000,13380000
380506-1347717,이영철,40320000,기혼,3,1,2070000,2490000,7610000,1590000,171450000,49070000,29630000,1870000,3210000,18840000
040011-1500239,이동현,68530000,미혼,0,1,2670000,2420000,3030000,120000,122540000,78520000,27800000,2130000,4580000,14950000
190121-1795719,김경자,23610000,기혼,0,4,4460000,150000,2250000,1160000,120800000,5910000,27840000,2160000,6520000,16700000
850129-1312773,이영자,90130000,미혼,0,1,3090000,580000,2000000,1210000,153870000,65450000,35170000,2410000,6880000,16170000
390313-2723819,배서연,37880000,미혼,0,3,1360000,1020000,5460000,1350000,143250000,24700000,33190000,1820000,6040000,17050000
320115-2552953,임도윤,58870000,미혼,0,3,4870000,1140000,3650000,440000,62610000,29920000,22770000,1700000,4290000,16090000
680702-1180357,이진우,44090000,기혼,2,4,480000,2180000,4070000,1680000,100800000,55200000,2740000,1350000,6200000,15960000
130308-1193609,최영미,99020000,기혼,2,2,3610000,2350000,3400000,1830000,181330000,92720000,16870000,1810000,2730000,15730000
010305-1448268,김민수,40550000,기혼,1,5,2650000,2270000,3270000,620000,165860000,8330000,11360000,1090000,3340000,13240000
510411-1038863,이경자,58910000,기혼,2,1,4610000,1900000,1770000,570000,159760000,89460000,21040000,2090000,2760000,13700000
670003-2434388,김성수,66610000,미혼,3,1,0,90000,3770000,10000,112280000,64390000,30120000,1010000,6700000,11580000
290910-2132228,홍현지,39840000,미혼,1,1,4610000,1270000,1560000,100000,179250000,28860000,39650000,830000,6150000,14520000
510217-2244855,김경자,37250000,미혼,1,4,1840000,710000,6860000,760000,194160000,66230000,11330000,3650000,530000,14350000
440220-2735743,민민서,32080000,기혼,3,4,1390000,2160000,1120000,930000,112450000,43470000,18310000,400000,1930000,7930000
350317-2475408,황진호,59990000,기혼,0,3,4420000,210000,2160000,70000,84640000,49530000,9840000,3010000,4620000,14490000
230426-2305614,고하윤,31000000,미혼,1,2,2030000,1870000,580000,1500000,129940000,44540000,37040000,120000,4320000,10420000
920701-2477198,이도현,72260000,미혼,3,5,3260000,910000,6160000,1240000,66950000,70050000,33610000,1260000,2330000,15160000
800105-2523025,김민서,85890000,기혼,0,3,1090000,2050000,300000,750000,193960000,77200000,17660000,480000,1660000,6330000
420027-1193368,김아름,61070000,기혼,2,2,1140000,580000,7010000,230000,138480000,44460000,18200000,2680000,370000,12010000
860315-2411593,정정숙,76340000,기혼,2,4,740000,230000,6990000,1490000,130930000,68010000,45820000,160000,5930000,15540000
240520-2523322,최명자,60160000,기혼,1,2,100000,2510000,1070000,810000,23440000,61070000,2270000,1880000,3610000,9980000
000320-1969920,정춘자,94530000,미혼,3,2,1950000,1450000,2340000,630000,157670000,34820000,39430000,720000,1820000,8910000
510013-2267415,류은영,43490000,미혼,3,3,2330000,2470000,5910000,1030000,82850000,46400000,20160000,90000,2490000,14320000
850400-2019069,김영순,35520000,기혼,0,4,1470000,400000,5840000,770000,139820000,59290000,15310000,3390000,5650000,17520000
290326-1345148,하정순,42830000,미혼,2,3,530000,2380000,1700000,290000,17280000,63740000,7620000,2260000,410000,7570000
380209-2741328,조지혜,82710000,미혼,1,5,4780000,900000,3920000,1010000,99920000,38450000,49730000,3010000,3790000,17410000
710100-2475729,장정희,97450000,미혼,1,5,2460000,2950000,4800000,680000,52630000,61990000,33940000,2720000,4540000,18150000
820806-1984756,박수빈,50350000,미혼,2,5,1740000,1160000,940000,1050000,188660000,55990000,26920000,2360000,6170000,13420000
870628-1616342,김진호,62440000,기혼,0,4,490000,2270000,3040000,1050000,137070000,67740000,4850000,810000,1730000,9390000
030328-2520173,차준영,97060000,미혼,2,5,2930000,890000,4970000,1810000,107730000,81910000,34560000,880000,2720000,14200000
050426-1364542,김민준,99810000,기혼,2,2,4160000,640000,7830000,1150000,50240000,30320000,7920000,660000,6050000,20490000
280817-2810388,이예지,82070000,기혼,2,2,310000,1910000,510000,670000,40040000,96630000,25570000,850000,6070000,10320000
300724-2730686,김아름,91990000,미혼,3,1,630000,730000,3270000,850000,98790000,31500000,49140000,3840000,2350000,11670000
830826-1724100,박성민,91450000,기혼,1,5,860000,1690000,3880000,830000,174150000,6390000,17960000,2080000,4520000,13860000
600113-2600094,박중수,35120000,기혼,0,1,1610000,1200000,7280000,800000,138270000,35990000,41920000,770000,2530000,14190000
770809-2371980,김선영,79040000,미혼,3,1,4000000,2260000,7300000,410000,83090000,16070000,37060000,100000,2880000,16950000
310802-2213140,최영호,42790000,미혼,0,4,970000,130000,3980000,1540000,45020000,91020000,30390000,2470000,2170000,11260000
990613-2917642,서순자,61120000,미혼,2,2,2490000,2530000,3940000,140000,49300000,31510000,31290000,560000,3120000,12780000
950610-1728791,문숙자,82000000,미혼,0,3,4110000,1860000,7070000,1380000,168520000,35940000,38660000,1260000,2000000,17680000
340414-2758697,송옥순,42080000,미혼,2,1,3230000,2800000,290000,1960000,111550000,24410000,29670000,870000,4150000,13300000
210324-2738435,홍성현,89250000,기혼,1,4,210000,1470000,2800000,750000,111290000,19350000,16280000,670000,5580000,11480000
280228-1544556,최채원,40100000,미혼,3,3,4450000,2950000,7250000,1070000,151970000,92890000,38750000,2830000,6100000,24650000
410720-2636619,김미숙,82130000,기혼,2,4,3880000,680000,920000,820000,67170000,60950000,18000000,1770000,1970000,10040000
020112-2710210,윤지민,41530000,기혼,0,3,4280000,820000,3110000,1500000,191660000,84910000,24030000,3490000,5540000,18740000
240906-2437026,박종수,84070000,기혼,1,3,3250000,2680000,5380000,1810000,26950000,90940000,44210000,2810000,6410000,22340000
200426-1537248,조영순,56040000,기혼,0,3,3450000,590000,3080000,1730000,124220000,81320000,10440000,1020000,5670000,15540000
280401-1056693,김정남,65850000,기혼,2,1,2510000,750000,3970000,170000,58310000,72380000,25410000,3720000,1170000,12290000
130717-1854297,박준호,97600000,미혼,3,3,4280000,420000,7940000,610000,115240000,6310000,7720000,3630000,1520000,18400000
910606-1863789,한상훈,72840000,미혼,2,4,2450000,0,210000,890000,156720000,18450000,2810000,2090000,3750000,9390000
680924-2559836,박진호,67110000,미혼,2,3,3580000,1790000,7140000,1970000,119620000,83390000,22380000,3150000,4330000,21960000
490422-2842988,허은정,43560000,미혼,1,5,340000,2810000,5820000,70000,139230000,88330000,23910000,1810000,1760000,12610000
650811-2592699,이은경,45400000,기혼,2,2,1050000,1840000,6680000,1340000,96160000,44590000,44720000,3950000,310000,15170000
160127-1527775,한상철,77320000,미혼,3,1,4380000,670000,2310000,1450000,73590000,38770000,41230000,220000,540000,9570000
460621-2869508,고지민,87050000,기혼,2,2,4530000,2940000,3130000,10000,161780000,39080000,39160000,1760000,5700000,18070000
000720-2290751,최민수,95820000,미혼,2,4,3420000,230000,5280000,1430000,39280000,71230000,47050000,1920000,1360000,13640000
030800-1566537,엄영미,93540000,기혼,1,3,210000,1440000,2270000,1380000,53850000,96450000,34140000,2040000,2100000,9440000
750322-2932146,양영일,37220000,기혼,0,3,2870000,2240000,3230000,1330000,189600000,17490000,15760000,940000,3740000,14350000
310323-2191217,이영수,61170000,기혼,2,5,2770000,2250000,3590000,1060000,97420000,57250000,34500000,3810000,3600000,17080000
600512-2872017,이춘자,24280000,미혼,0,2,1260000,2190000,2550000,600000,124030000,62990000,8570000,3230000,460000,10290000
410923-1550141,김은영,69670000,미혼,3,2,340000,1560000,7980000,1140000,34310000,98370000,21660000,3240000,4940000,19200000
680805-1601990,허영철,91760000,기혼,1,3,220000,1890000,810000,1530000,180060000,90010000,47670000,2410000,240000,7100000
680911-1597788,김하윤,44060000,기혼,0,4,1430000,1460000,6680000,1820000,168790000,95290000,43090000,240000,4940000,16570000
300422-1664522,박현우,85270000,미혼,0,3,3310000,270000,190000,620000,134770000,10670000,4430000,3150000,6590000,14130000
510203-2864538,김명자,28260000,기혼,2,5,1080000,2000000,1380000,440000,197750000,49900000,6460000,3920000,2820000,11640000
180801-1281457,오윤서,44350000,기혼,1,4,4590000,2680000,640000,1930000,96660000,71140000,30080000,3880000,6360000,20080000
400613-2904863,김재호,92280000,기혼,3,3,3590000,2280000,6180000,620000,161890000,97060000,9740000,900000,6170000,19740000
160021-1015974,류수빈,77990000,미혼,1,2,230000,2400000,670000,1420000,173850000,76280000,44090000,640000,6770000,12130000
600921-1991111,유정호,44810000,미혼,3,2,120000,2080000,1660000,760000,136880000,59850000,33480000,210000,2620000,7450000
360528-2789227,서순자,92850000,미혼,1,5,4650000,1520000,7450000,1460000,60520000,83010000,25250000,1420000,4170000,20670000
900826-1271843,박서영,90340000,기혼,3,5,4180000,1450000,5050000,1660000,76290000,73490000,18960000,1980000,6740000,21060000
300100-2601842,최정순,35260000,미혼,0,3,1180000,2390000,4610000,1260000,53720000,85690000,22890000,840000,1540000,11820000
240928-1446876,김민재,54870000,기혼,2,3,3300000,2470000,110000,110000,74010000,81430000,21770000,2000000,5450000,13440000
100920-2097781,김성호,72710000,기혼,2,2,3310000,1980000,1440000,1390000,173140000,71630000,7980000,3760000,6810000,18690000
000426-2570352,장상훈,73360000,기혼,1,1,2470000,410000,2050000,180000,90670000,80130000,7060000,3760000,1610000,10480000
150523-1497669,고예준,68610000,미혼,2,5,580000,2560000,7690000,820000,118250000,53340000,30990000,3490000,3300000,18440000
790725-1040249,박승현,86980000,미혼,1,5,1120000,20000,6360000,350000,55980000,33100000,4790000,3980000,4300000,16130000
430829-1015537,서진우,66450000,미혼,2,5,2310000,2220000,3930000,880000,151000000,72910000,4660000,30000,5870000,15240000
820115-1512169,이성진,45450000,기혼,1,3,1540000,2890000,2560000,720000,177360000,48990000,24060000,240000,5070000,13020000
500325-2841355,박영식,76630000,기혼,1,3,2190000,1340000,5110000,390000,121130000,89780000,24350000,1460000,2210000,12700000
690515-2869538,홍옥자,82190000,미혼,3,2,20000,930000,2860000,1380000,124900000,92590000,16280000,1070000,3850000,10110000
480401-2076031,김영길,98270000,기혼,3,2,1270000,1850000,3230000,240000,25220000,43570000,17070000,1970000,5210000,13770000
060609-2053746,김은지,61730000,기혼,2,5,3880000,2320000,1500000,440000,60280000,64640000,49400000,3990000,4650000,16780000
550922-2907414,서정식,70540000,기혼,0,2,2670000,0,2640000,600000,24330000,89030000,2080000,1890000,4430000,12230000
940716-2379579,홍은주,21440000,기혼,1,4,4300000,1240000,3260000,410000,37320000,15830000,21540000,3600000,4100000,16910000
510101-1666593,김진우,36350000,기혼,0,5,3500000,1610000,5870000,1860000,47030000,17800000,13010000,1590000,6660000,21090000
560400-1308101,이지연,73520000,기혼,1,4,980000,430000,7440000,0,78600000,6490000,22750000,3370000,4920000,17140000
820426-2143166,김미숙,50580000,기혼,3,5,280000,2950000,7300000,430000,197500000,75560000,26550000,1900000,5620000,18480000
270328-1333044,서종수,57970000,미혼,3,2,1120000,610000,200000,400000,188610000,69160000,35390000,1650000,4830000,8810000
760328-1408331,엄서영,56170000,미혼,2,2,1430000,1850000,7110000,140000,22590000,98330000,13470000,3930000,120000,14580000
490629-1537180,김예지,26550000,미혼,3,2,1720000,1800000,4860000,1780000,42090000,45700000,29800000,2610000,140000,12910000
170112-1823778,강지우,85970000,기혼,1,5,1690000,110000,2560000,1320000,42920000,45480000,37400000,350000,2480000,8510000
260905-1109529,김지민,65700000,미혼,0,2,2040000,2720000,5520000,890000,58650000,73190000,7830000,3960000,2630000,17760000
140823-1263821,김영식,60190000,기혼,2,3,50000,1000000,2280000,70000,84340000,24800000,43380000,2700000,6230000,12330000
430414-1505833,박성호,62700000,기혼,1,3,4810000,1710000,7360000,1320000,104760000,23270000,30600000,2910000,2040000,20150000
590921-2021964,고진호,85460000,기혼,3,5,2420000,2910000,2520000,410000,44920000,58870000,40460000,3220000,4680000,16160000
710327-1965780,권재현,70070000,미혼,1,1,4430000,1530000,2990000,1510000,48470000,45060000,6870000,430000,6150000,17040000
500023-2689396,이현지,24260000,기혼,0,1,2250000,1350000,6210000,110000,64210000,10500000,27760000,280000,3380000,13580000
090618-2178875,허영진,36640000,기혼,0,5,3790000,2270000,5330000,330000,109320000,72290000,12160000,1260000,400000,13380000
730728-1568683,김미영,84530000,미혼,2,5,4380000,1980000,3570000,1380000,10670000,6200000,17700000,1290000,4280000,16880000
020628-2989733,진도현,95510000,기혼,3,1,2790000,1240000,1080000,380000,44760000,34560000,24670000,2350000,3450000,11290000
070311-2948724,한성진,97910000,미혼,3,4,480000,340000,3840000,410000,134550000,74430000,29280000,980000,6880000,12930000
990006-2818184,김선영,70910000,미혼,2,4,3140000,1120000,4470000,270000,27100000,28130000,5310000,2050000,6240000,17290000
160213-1250314,이영길,95860000,미혼,0,5,3440000,800000,4010000,1790000,97630000,95850000,33470000,3180000,6910000,20130000
640308-2094716,이성수,79030000,미혼,1,5,2010000,2140000,3790000,670000,30140000,38280000,39180000,90000,2230000,10930000
120213-2788887,문명숙,32470000,기혼,2,5,3520000,980000,6700000,1430000,70830000,30350000,26510000,1610000,5840000,20080000
580920-2878079,김정순,34230000,기혼,0,3,3870000,800000,6220000,1940000,145220000,86930000,11020000,3080000,820000,16730000
760715-1540424,김지훈,76140000,미혼,3,4,1490000,2410000,1500000,1410000,146840000,11480000,22860000,3170000,4850000,14830000
